*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sun Feb  1 16:39:27 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2000-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2050-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2451554.500000000, A.D. 2000-Jan-11 00:00:00.0000, -3.444569836029387E-01,  8.448239706039681E-01,  3.665006855905774E-01, -1.643765043592875E-02, -5.486555142257783E-03, -2.378220838217135E-03,  5.678544451266006E-03,  9.832094931387985E-01,  1.579222127642859E-04,
2451555.500000000, A.D. 2000-Jan-12 00:00:00.0000, -3.608405478491482E-01,  8.392056574264034E-01,  3.640652914326614E-01, -1.632860873449087E-02, -5.749724016473011E-03, -2.492421826121863E-03,  5.679468571841637E-03,  9.833694996564128E-01,  1.621149727126736E-04,
2451556.500000000, A.D. 2000-Jan-13 00:00:00.0000, -3.771124797776154E-01,  8.333252365365961E-01,  3.615161423242350E-01, -1.621440360776620E-02, -6.010751361415249E-03, -2.605721761944443E-03,  5.680417367206503E-03,  9.835337784813456E-01,  1.664738688793682E-04,
2451557.500000000, A.D. 2000-Jan-14 00:00:00.0000, -3.932676716791408E-01,  8.271849050650056E-01,  3.588541656552535E-01, -1.609514878066258E-02, -6.269528118567094E-03, -2.718068612319750E-03,  5.681391916711863E-03,  9.837025164974739E-01,  1.710399412950233E-04,
2451558.500000000, A.D. 2000-Jan-15 00:00:00.0000, -4.093011363841916E-01,  8.207869620453289E-01,  3.560803386460413E-01, -1.597097149597485E-02, -6.525960316538719E-03, -2.829415049462237E-03,  5.682393526062984E-03,  9.838759397806567E-01,  1.758499866128483E-04,
2451559.500000000, A.D. 2000-Jan-16 00:00:00.0000, -4.252080201230243E-01,  8.141337907431401E-01,  3.531956826211791E-01, -1.584201081809572E-02, -6.779974479566878E-03, -2.939720613344809E-03,  5.683423691273154E-03,  9.840543073575654E-01,  1.809321908977912E-04,
2451560.500000000, A.D. 2000-Jan-17 00:00:00.0000, -4.409836122459722E-01,  8.072278349937656E-01,  3.502012547846218E-01, -1.570841274741874E-02, -7.031524015060121E-03, -3.048954502582358E-03,  5.684484030760310E-03,  9.842378994485792E-01,  1.862994669692186E-04,
2451561.500000000, A.D. 2000-Jan-18 00:00:00.0000, -4.566233477640542E-01,  8.000715693844929E-01,  3.470981371016821E-01, -1.557032054675582E-02, -7.280594687415811E-03, -3.157098418083005E-03,  5.685576173640284E-03,  9.844269981263597E-01,  1.919411972673070E-04,
2451562.500000000, A.D. 2000-Jan-19 00:00:00.0000, -4.721227976402559E-01,  7.926674657789015E-01,  3.438874228039605E-01, -1.542786009355153E-02, -7.527205813957921E-03, -3.264148217491170E-03,  5.686701601168486E-03,  9.846218598623321E-01,  1.978158334691258E-04,
2451563.500000000, A.D. 2000-Jan-20 00:00:00.0000, -4.874776429632375E-01,  7.850179623523791E-01,  3.405702025041999E-01, -1.528112306031417E-02, -7.771403542751694E-03, -3.370112789413367E-03,  5.687861457378117E-03,  9.848226827397034E-01,  2.038483535057726E-04,
2451564.500000000, A.D. 2000-Jan-21 00:00:00.0000, -5.026836336415426E-01,  7.771254440133477E-01,  3.371475532899130E-01, -1.513015395735907E-02, -8.013244949647749E-03, -3.475009179028058E-03,  5.689056368383729E-03,  9.850295751668486E-01,  2.099362214115980E-04,
2451565.500000000, A.D. 2000-Jan-22 00:00:00.0000, -5.177365389179945E-01,  7.689922420598099E-01,  3.336205343298380E-01, -1.497494763016953E-02, -8.252776489572514E-03, -3.578854743539579E-03,  5.690286322484705E-03,  9.852425351178683E-01,  2.159641115508059E-04,
2451566.500000000, A.D. 2000-Jan-23 00:00:00.0000, -5.326321019365514E-01,  7.606206551055077E-01,  3.299901907601924E-01, -1.481545974756341E-02, -8.490014412548761E-03, -3.681658972504607E-03,  5.691550650493740E-03,  9.854614467265722E-01,  2.218227777944845E-04,
2451567.500000000, A.D. 2000-Jan-24 00:00:00.0000, -5.473660098684483E-01,  7.520129854448876E-01,  3.262575646192105E-01, -1.465162628328112E-02, -8.724934350626630E-03, -3.783417994465919E-03,  5.692848109636769E-03,  9.856860948133018E-01,  2.274248853732679E-04,
2451568.500000000, A.D. 2000-Jan-25 00:00:00.0000, -5.619338847136568E-01,  7.431715800528753E-01,  3.224237092145024E-01, -1.448338400321318E-02, -8.957472318533758E-03, -3.884113264981985E-03,  5.694177036652070E-03,  9.859161913932171E-01,  2.327126550702352E-04,
2451569.500000000, A.D. 2000-Jan-26 00:00:00.0000, -5.763312921162265E-01,  7.340988660689031E-01,  3.184897029121785E-01, -1.431068521470845E-02, -9.187533892464701E-03, -3.983713781775648E-03,  5.695535519239557E-03,  9.861514053618218E-01,  2.376568834302692E-04,
2451570.500000000, A.D. 2000-Jan-27 00:00:00.0000, -5.905537608963236E-01,  7.247973753083337E-01,  3.144566597091629E-01, -1.413350444394409E-02, -9.415006083183686E-03, -4.082179969994137E-03,  5.696921544178047E-03,  9.863913881406740E-01,  2.422505220437593E-04,
2451571.500000000, A.D. 2000-Jan-28 00:00:00.0000, -6.045968057494353E-01,  7.152697574518846E-01,  3.103257358376763E-01, -1.395183854012700E-02, -9.639767588259950E-03, -4.179467502037673E-03,  5.698333102314946E-03,  9.866357918557859E-01,  2.465007503006433E-04,
2451572.500000000, A.D. 2000-Jan-29 00:00:00.0000, -6.184559480015314E-01,  7.055187846686249E-01,  3.060981330115001E-01, -1.376570318725873E-02, -9.861695551349508E-03, -4.275530107393395E-03,  5.699768250324834E-03,  9.868842800307909E-01,  2.504222388752847E-04,
2451573.500000000, A.D. 2000-Jan-30 00:00:00.0000, -6.321267322122015E-01,  6.955473512618204E-01,  3.017750994738210E-01, -1.357512844544902E-02, -1.008066886611492E-02, -4.370321170974032E-03,  5.701225139935960E-03,  9.871365326473563E-01,  2.540326899189081E-04,
2451574.500000000, A.D. 2000-Jan-31 00:00:00.0000, -6.456047385488580E-01,  6.853584713700486E-01,  2.973579299735635E-01, -1.338015493733972E-02, -1.029656894246219E-02, -4.463794330071121E-03,  5.702702028125410E-03,  9.873922479104197E-01,  2.573506506885088E-04,
2451575.500000000, A.D. 2000-Feb-01 00:00:00.0000, -6.588855920008713E-01,  6.749552767208905E-01,  2.928479655044872E-01, -1.318083140605731E-02, -1.050927900478133E-02, -4.555903409967277E-03,  5.704197280147284E-03,  9.876511427725024E-01,  2.603951227846514E-04,
2451576.500000000, A.D. 2000-Feb-02 00:00:00.0000, -6.719649699216068E-01,  6.643410154299328E-01,  2.882465933003205E-01, -1.297721380898267E-02, -1.071868283807881E-02, -4.646602027054085E-03,  5.705709374090548E-03,  9.879129537228776E-01,  2.631863874222048E-04,
2451577.500000000, A.D. 2000-Feb-03 00:00:00.0000, -6.848386093799590E-01,  6.535190520260541E-01,  2.835552472752005E-01, -1.276936580072347E-02, -1.092466369161784E-02, -4.735843136854207E-03,  5.707236912392217E-03,  9.881774387810160E-01,  2.657475025726245E-04,
2451578.500000000, A.D. 2000-Feb-04 00:00:00.0000, -6.975023155560728E-01,  6.424928682672225E-01,  2.787754088477130E-01, -1.255736026967121E-02, -1.112710386805963E-02, -4.823578752083668E-03,  5.708778642737681E-03,  9.884443811153643E-01,  2.681059774453497E-04,
2451579.500000000, A.D. 2000-Feb-05 00:00:00.0000, -7.099519720055519E-01,  6.312660638700639E-01,  2.739086078880402E-01, -1.234128144798637E-02, -1.132588534905391E-02, -4.909760001649925E-03,  5.710333488041251E-03,  9.887135942343159E-01,  2.702951707903040E-04,
2451580.500000000, A.D. 2000-Feb-06 00:00:00.0000, -7.221835530798012E-01,  6.198423560280141E-01,  2.689564233904969E-01, -1.212122701199503E-02, -1.152089159500070E-02, -4.994337630232273E-03,  5.711900582747385E-03,  9.889849282715756E-01,  2.723550253286014E-04,
2451581.500000000, A.D. 2000-Feb-07 00:00:00.0000, -7.341931381911988E-01,  6.082255765805998E-01,  2.639204834197011E-01, -1.189730957848901E-02, -1.171201040151454E-02, -5.077262943573755E-03,  5.713479310797673E-03,  9.892582765599348E-01,  2.743318827826132E-04,
2451582.500000000, A.D. 2000-Feb-08 00:00:00.0000, -7.459769270695950E-01,  5.964196659397653E-01,  2.588024639249203E-01, -1.166965713235221E-02, -1.189913745302131E-02, -5.158489103307821E-03,  5.715069339692942E-03,  9.895335815289477E-01,  2.762773268970135E-04,
2451583.500000000, A.D. 2000-Feb-09 00:00:00.0000, -7.575312548142603E-01,  5.844286633181252E-01,  2.536040861531053E-01, -1.143841218128027E-02, -1.208218008151794E-02, -5.237972604113297E-03,  5.716670645416073E-03,  9.898108390201786E-01,  2.782462177005840E-04,
2451584.500000000, A.D. 2000-Feb-10 00:00:00.0000, -7.688526054894574E-01,  5.722566932866820E-01,  2.483271125670893E-01, -1.120372972209104E-02, -1.226106078971734E-02, -5.315674761298430E-03,  5.718283524357880E-03,  9.900901003521058E-01,  2.802942069626238E-04,
2451585.500000000, A.D. 2000-Feb-11 00:00:00.0000, -7.799376231938674E-01,  5.599079490327241E-01,  2.429733413188894E-01, -1.096577426454316E-02, -1.243572031189394E-02, -5.391563103636530E-03,  5.719908590020672E-03,  9.903714717493614E-01,  2.824749778734907E-04,
2451586.500000000, A.D. 2000-Feb-12 00:00:00.0000, -7.907831197615700E-01,  5.473866727897567E-01,  2.375445993847922E-01, -1.072471607786993E-02, -1.260612022461093E-02, -5.465612662164983E-03,  5.721546753112172E-03,  9.906551108960995E-01,  2.848372342176154E-04,
2451587.500000000, A.D. 2000-Feb-13 00:00:00.0000, -8.013860782792515E-01,  5.346971338454087E-01,  2.320427344468050E-01, -1.048072652265397E-02, -1.277224518105035E-02, -5.537807193372336E-03,  5.723199182992447E-03,  9.909412202607396E-01,  2.874211957438855E-04,
2451588.500000000, A.D. 2000-Feb-14 00:00:00.0000, -8.117436512921392E-01,  5.218436045663084E-01,  2.264696055923472E-01, -1.023397200179346E-02, -1.293410456584942E-02, -5.608140298398033E-03,  5.724867246585126E-03,  9.912300365187715E-01,  2.902542491575670E-04,
2451589.500000000, A.D. 2000-Feb-15 00:00:00.0000, -8.218531520533936E-01,  5.088303353667848E-01,  2.208270730449206E-01, -9.984606044213499E-03, -1.309173275578802E-02, -5.676616172300144E-03,  5.726552419420865E-03,  9.915218151504080E-01,  2.933456856071984E-04,
2451590.500000000, A.D. 2000-Feb-16 00:00:00.0000, -8.317120369385208E-01,  4.956615307114600E-01,  2.151169875558463E-01, -9.732759671811650E-03, -1.324518650654800E-02, -5.743249415958010E-03,  5.728256165113853E-03,  9.918168095725910E-01,  2.966812392151757E-04,
2451591.500000000, A.D. 2000-Feb-17 00:00:00.0000, -8.413178779349667E-01,  4.823413298592515E-01,  2.093411807585009E-01, -9.478531578372825E-03, -1.339453786134166E-02, -5.808063183532538E-03,  5.729979786792109E-03,  9.921152454149419E-01,  3.002192186667910E-04,
2451592.500000000, A.D. 2000-Feb-18 00:00:00.0000, -8.506683264588100E-01,  4.688737972411660E-01,  2.035014584230581E-01, -9.221981218570862E-03, -1.353986205140479E-02, -5.871085212358722E-03,  5.731724266743704E-03,  9.924172927553683E-01,  3.038907066947042E-04,
2451593.500000000, A.D. 2000-Feb-19 00:00:00.0000, -8.597610732510227E-01,  4.552629268067850E-01,  1.975995986281898E-01, -8.963128412752290E-03, -1.368122218453400E-02, -5.932342112580026E-03,  5.733490123802629E-03,  9.927230414271909E-01,  3.076056631060405E-04,
2451594.500000000, A.D. 2000-Feb-20 00:00:00.0000, -8.685938120624854E-01,  4.415126616039061E-01,  1.916373559578837E-01, -8.701961373551025E-03, -1.381865491862133E-02, -5.991853333407827E-03,  5.735277322699961E-03,  9.930324853237853E-01,  3.112644988288427E-04,
2451595.500000000, A.D. 2000-Feb-21 00:00:00.0000, -8.771642150570245E-01,  4.276269251633515E-01,  1.856164710904591E-01, -8.438451527723566E-03, -1.395216186126342E-02, -6.049626716945031E-03,  5.737085258865619E-03,  9.933455197670867E-01,  3.147719153737647E-04,
2451596.500000000, A.D. 2000-Feb-22 00:00:00.0000, -8.854699245194891E-01,  4.136096574190503E-01,  1.795386834321057E-01, -8.172570370071441E-03, -1.408170922458465E-02, -6.105656978916616E-03,  5.738912818838383E-03,  9.936619519672611E-01,  3.180485318511114E-04,
2451597.500000000, A.D. 2000-Feb-23 00:00:00.0000, -8.935085601821784E-01,  3.994648471572837E-01,  1.734057437380662E-01, -7.904303096873381E-03, -1.420723465447885E-02, -6.159927142686259E-03,  5.740758493045223E-03,  9.939815205498407E-01,  3.210370669924305E-04,
2451598.500000000, A.D. 2000-Feb-24 00:00:00.0000, -9.012777371900441E-01,  3.851965555168633E-01,  1.672194242594279E-01, -7.633656015864839E-03, -1.432865760525887E-02, -6.212411813054464E-03,  5.742620506694803E-03,  9.943039182192317E-01,  3.237025754405250E-04,
2451599.500000000, A.D. 2000-Feb-25 00:00:00.0000, -9.087750882810073E-01,  3.708089289910570E-01,  1.609815253074640E-01, -7.360657791559560E-03, -1.444588941266734E-02, -6.263080843176705E-03,  5.744496938799205E-03,  9.946288123666864E-01,  3.260285059169411E-04,
2451600.500000000, A.D. 2000-Feb-26 00:00:00.0000, -9.159982849397615E-01,  3.563062035787864E-01,  1.546938784226226E-01, -7.085356562517490E-03, -1.455884068071572E-02, -6.311902333670863E-03,  5.746385812447782E-03,  9.949558607007375E-01,  3.280110894048049E-04,
2451601.500000000, A.D. 2000-Feb-27 00:00:00.0000, -9.229450546355754E-01,  3.416927032181331E-01,  1.483583470851498E-01, -6.807815366381744E-03, -1.466742534304132E-02, -6.358844524320254E-03,  5.748285152882977E-03,  9.952847213027125E-01,  3.296540583192257E-04,
2451602.500000000, A.D. 2000-Feb-28 00:00:00.0000, -9.296131934454385E-01,  3.269728356380150E-01,  1.419768260852383E-01, -6.528107724718253E-03, -1.477156190409904E-02, -6.403876615737233E-03,  5.750193018829223E-03,  9.956150580511670E-01,  3.309647713108876E-04,
2451603.500000000, A.D. 2000-Feb-29 00:00:00.0000, -9.360005748066916E-01,  3.121510879914255E-01,  1.355512404994873E-01, -6.246314430767185E-03, -1.487117279957226E-02, -6.446968787523079E-03,  5.752107516401736E-03,  9.959465430301154E-01,  3.319520653290924E-04,
2451604.500000000, A.D. 2000-Mar-01 00:00:00.0000, -9.421051558528911E-01,  2.972320236708664E-01,  1.290835449176840E-01, -5.962521960748256E-03, -1.496618281824560E-02, -6.488091731824707E-03,  5.754026805430556E-03,  9.962788576240061E-01,  3.326257426630521E-04,
2451605.500000000, A.D. 2000-Mar-02 00:00:00.0000, -9.479249830038343E-01,  2.822202808293576E-01,  1.225757232525653E-01, -5.676822558063277E-03, -1.505651739193534E-02, -6.527216001061135E-03,  5.755949106942306E-03,  9.966116938131474E-01,  3.329974353183270E-04,
2451606.500000000, A.D. 2000-Mar-03 00:00:00.0000, -9.534581984116111E-01,  2.671205723874008E-01,  1.160297891804198E-01, -5.389315816170597E-03, -1.514210144082971E-02, -6.564311442536021E-03,  5.757872718841471E-03,  9.969447568888361E-01,  3.330825200173592E-04,
2451607.500000000, A.D. 2000-Mar-04 00:00:00.0000, -9.587030485912642E-01,  2.519376866617807E-01,  1.094477869954822E-01, -5.100111382667817E-03, -1.522285937777674E-02, -6.599346978136441E-03,  5.759796044719824E-03,  9.972777704415566E-01,  3.329026698194875E-04,
2451608.500000000, A.D. 2000-Mar-05 00:00:00.0000, -9.636578960646736E-01,  2.366764872009609E-01,  1.028317924124497E-01, -4.809332152278118E-03, -1.529871675574372E-02, -6.632290963493720E-03,  5.761717637934116E-03,  9.976104839927942E-01,  3.324884818813303E-04,
2451609.500000000, A.D. 2000-Mar-06 00:00:00.0000, -9.683212340720126E-01,  2.213419100408183E-01,  9.618391264802648E-02, -4.517117036606531E-03, -1.536960378590441E-02, -6.663112287276430E-03,  5.763636259373445E-03,  9.979426829971481E-01,  3.318814599589908E-04,
2451610.500000000, A.D. 2000-Mar-07 00:00:00.0000, -9.726917033910772E-01,  2.059389565764413E-01,  8.950628502229498E-02, -4.223622228713124E-03, -1.543546050397556E-02, -6.691782215697351E-03,  5.765550942926027E-03,  9.982742001775470E-01,  3.311345753478000E-04,
2451611.500000000, A.D. 2000-Mar-08 00:00:00.0000, -9.767681092550934E-01,  1.904726807497629E-01,  8.280107342445063E-02, -3.929020008446747E-03, -1.549624279459560E-02, -6.718276762768453E-03,  5.767461058574696E-03,  9.986049264499011E-01,  3.303108186067174E-04,
2451612.500000000, A.D. 2000-Mar-09 00:00:00.0000, -9.805494356370652E-01,  1.749481702920812E-01,  7.607046231981293E-02, -3.633494661596850E-03, -1.555192802905533E-02, -6.742579152212757E-03,  5.769366360906033E-03,  9.989348193221939E-01,  3.294796286190966E-04,
2451613.500000000, A.D. 2000-Mar-10 00:00:00.0000, -9.840348541294665E-01,  1.593705230784096E-01,  6.931664846857254E-02, -3.337235880504958E-03, -1.560251900779273E-02, -6.764681847542832E-03,  5.771267011925691E-03,  9.992639068448345E-01,  3.287116960571922E-04,
2451614.500000000, A.D. 2000-Mar-11 00:00:00.0000, -9.872237253911262E-01,  1.437448207808735E-01,  6.254183101389918E-02, -3.040430713457025E-03, -1.564804533051828E-02, -6.784587731850072E-03,  5.773163571387165E-03,  9.995922859361364E-01,  3.280730847125812E-04,
2451615.500000000, A.D. 2000-Mar-12 00:00:00.0000, -9.901155923680778E-01,  1.280761025346470E-01,  5.574820089711859E-02, -2.743255370540348E-03, -1.568856203378028E-02, -6.802310269108295E-03,  5.775056953613611E-03,  9.999201149062461E-01,  3.276196490394516E-04,
2451616.500000000, A.D. 2000-Mar-13 00:00:00.0000, -9.927101656936212E-01,  1.123693411673032E-01,  4.893793059537301E-02, -2.445867901889561E-03, -1.572414592684458E-02, -6.817872725225747E-03,  5.776948354542450E-03,  1.000247600825310E+00,  3.273923670759644E-04,
2451617.500000000, A.D. 2000-Mar-14 00:00:00.0000, -9.950073024262135E-01,  9.662942399065627E-02,  4.211316503195589E-02, -2.148402237709980E-03, -1.575489021856213E-02, -6.831306631031720E-03,  5.778839154925214E-03,  1.000574982763044E+00,  3.274137474168836E-04,
2451618.500000000, A.D. 2000-Mar-15 00:00:00.0000, -9.970069795799280E-01,  8.086113965383250E-02,  3.527601434630778E-02, -1.850963757713107E-03, -1.578089780145355E-02, -6.842649610388769E-03,  5.780730805741487E-03,  1.000902511948775E+00,  3.276852587190024E-04,
2451619.500000000, A.D. 2000-Mar-16 00:00:00.0000, -9.987092640949928E-01,  6.506917233653248E-02,  2.842854914461544E-02, -1.553626682560823E-03, -1.580227329768004E-02, -6.851942588128257E-03,  5.782624701956287E-03,  1.001230429913210E+00,  3.281859199272763E-04,
2451620.500000000, A.D. 2000-Mar-17 00:00:00.0000, -1.000114281389841E+00,  4.925810444569636E-02,  2.157279884919383E-02, -1.256433997112692E-03, -1.581911407918286E-02, -6.859226399693912E-03,  5.784522052727264E-03,  1.001558946015505E+00,  3.288726045671752E-04,
2451621.500000000, A.D. 2000-Mar-18 00:00:00.0000, -1.001222185497424E+00,  3.343242849574710E-02,  1.471075365272484E-02, -9.594008384214216E-04, -1.583150108795707E-02, -6.864538038665005E-03,  5.786423760212543E-03,  1.001888216459497E+00,  3.296828355258759E-04,
